,index,ID,Species,Model_name,Reference,Trait,Latitude,Longitude,Kingdom,Phylum,Class,Order,Family,Genus,B0,B0_stderr,E,E stderr,T_pk,T_pk.stderr,E_D ,E_D.stderr,E_D_L,E_D_L stderr,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Donor,Acceptor,R_Squared,AIC,BIC,Plotted,Temp_Vals,Trait_Vals
35,926,333,Acidianus brierleyi,schoolfield two factor,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-16.68886828,5.180062149,2.133095391,0.653531919,342.7028456,0.945804838,4.182191955,0.499857426,NA,NA,342.6823,338.8823,346.5823,2.675626017,,,0.882176554,16.91263459,20.10792124,FALSE,"[ 325.1823  328.279   330.021   331.1823  333.2468  335.5048  336.9887
  339.1177  341.5694  343.4403  346.9242  348.9887  350.6661  353.6984]","[ 0.282528  0.298944  0.3024    0.40608   0.387072  0.625536  2.05632
  2.2896    2.43648   2.376     2.14272   1.86624   0.755136  0.231552]"
36,927,333,Acidianus brierleyi,schoolfield simple,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-16.68114979,5.174664962,2.13210605,0.652854026,NA,NA,4.182221384,0.500171188,NA,NA,342.6823,338.8823,346.5823,2.67566225,,,0.882177709,16.91263444,20.10792109,FALSE,"[ 325.1823  328.279   330.021   331.1823  333.2468  335.5048  336.9887
  339.1177  341.5694  343.4403  346.9242  348.9887  350.6661  353.6984]","[ 0.282528  0.298944  0.3024    0.40608   0.387072  0.625536  2.05632
  2.2896    2.43648   2.376     2.14272   1.86624   0.755136  0.231552]"
37,928,333,Acidianus brierleyi,schoolfield,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,0.855836105,1.629155494,2.27E-07,0.233814026,NA,NA,10.87283738,6.219118258,-18.27564281,9.309942176,341.2823,336.5823,348.9823,2.352987899,,,0.963969569,10.48976936,14.96317067,TRUE,"[ 325.1823  328.279   330.021   331.1823  333.2468  335.5048  336.9887
  339.1177  341.5694  343.4403  346.9242  348.9887  350.6661  353.6984]","[ 0.282528  0.298944  0.3024    0.40608   0.387072  0.625536  2.05632
  2.2896    2.43648   2.376     2.14272   1.86624   0.755136  0.231552]"
38,655,228,Acidianus infernus,schoolfield two factor,"Segerer, A. et al 1986, 'Acidianus infernus gen. nov. sp. nov. and Acidianus brierleyi comb. nov. : Facultatively Aerobic, Extremely Acidophilic Thermophilic Sulfur-Metabolizing Archaebacteria' INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY 36 (559-564) ",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-8.742758775,5.1747572,1.140040861,0.619945998,365.2519159,4.466862055,1.543827862,0.297712253,NA,NA,365.2735,353.7735,381.5735,8.375686256,,Sulfur,0.984414566,13.31635347,12.27515081,TRUE,[ 340.5735  343.1213  352.0599  358.1339  363.1642  367.9361],[ 1.67616  3.24864  5.71968  7.29216  8.58816  8.17344]
39,656,228,Acidianus infernus,schoolfield simple,"Segerer, A. et al 1986, 'Acidianus infernus gen. nov. sp. nov. and Acidianus brierleyi comb. nov. : Facultatively Aerobic, Extremely Acidophilic Thermophilic Sulfur-Metabolizing Archaebacteria' INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY 36 (559-564) ",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-2.533895458,0,0.435506592,0,NA,NA,1210.919076,0,NA,NA,375.4735,367.5735,375.5735,12.26444748,,Sulfur,0.86506599,26.28408513,25.24288247,FALSE,[ 340.5735  343.1213  352.0599  358.1339  363.1642  367.9361],[ 1.67616  3.24864  5.71968  7.29216  8.58816  8.17344]
40,657,228,Acidianus infernus,schoolfield,"Segerer, A. et al 1986, 'Acidianus infernus gen. nov. sp. nov. and Acidianus brierleyi comb. nov. : Facultatively Aerobic, Extremely Acidophilic Thermophilic Sulfur-Metabolizing Archaebacteria' INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY 36 (559-564) ",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,2.178314902,0,5.09E-08,0,NA,NA,22944.38984,0,-1.708285826,0,NA,NA,NA,NA,,Sulfur,0.982250599,18.09442348,16.63673976,FALSE,[ 340.5735  343.1213  352.0599  358.1339  363.1642  367.9361],[ 1.67616  3.24864  5.71968  7.29216  8.58816  8.17344]
41,1459,517,Acidianus manzaensis,schoolfield two factor,"Yoshida, N., Nakasato, M., Ohmura, N., Ando, A., Saiki, H., Ishii, M., & Igarashi, Y. (2006). Acidianus manzaensis sp. nov., a novel thermoacidophilic Archaeon growing autotrophically by the oxidation of H2 with the reduction of Fe 3+. Current Microbiology, 53(5), 406?411.",Specific Growth Rate,40.27,140.8,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-6.540778201,1.25205161,0.722524099,0.147962917,352.0358836,0.923963776,3.26785849,0.456281333,NA,NA,352.0619,344.6619,357.4619,1.089442212,Hydrogen,Ferric-Iron,0.991988719,-12.92545836,-14.8782688,TRUE,[ 332.9619  343.1676  353.3133  358.327   363.183 ],[ 0.379296  0.71712   1.09728   0.709344  0.355104]
42,1460,517,Acidianus manzaensis,schoolfield simple,"Yoshida, N., Nakasato, M., Ohmura, N., Ando, A., Saiki, H., Ishii, M., & Igarashi, Y. (2006). Acidianus manzaensis sp. nov., a novel thermoacidophilic Archaeon growing autotrophically by the oxidation of H2 with the reduction of Fe 3+. Current Microbiology, 53(5), 406?411.",Specific Growth Rate,40.27,140.8,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-6.5408653,1.251954793,0.722534769,0.147953035,NA,NA,3.267822905,0.456336435,NA,NA,352.0619,344.6619,357.4619,1.089444015,Hydrogen,Ferric-Iron,0.991988718,-12.92545836,-14.8782688,FALSE,[ 332.9619  343.1676  353.3133  358.327   363.183 ],[ 0.379296  0.71712   1.09728   0.709344  0.355104]
43,240,82,Acidianus sp.,schoolfield two factor,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",Specific Growth Rate,37.48,71.5,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-3.549298361,1.204900262,0.481710843,0.14623655,351.9452242,272161.7411,35.84569062,7859870.732,NA,NA,351.9196,345.4196,352.9196,2.766319249,Hydrogen,Ferric-Iron,0.97442378,0.511316983,-1.441493455,FALSE,[ 328.4196  333.354   343.2332  348.2304  353.4845],[ 0.944352  1.20096   1.700352  2.465856  0.900288]
44,241,82,Acidianus sp.,schoolfield simple,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",Specific Growth Rate,37.48,71.5,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-3.549297967,0.88673493,0.481710796,0.102637105,NA,NA,45.13715194,5177202545,NA,NA,352.2196,345.7196,353.0196,2.806925975,Hydrogen,Ferric-Iron,0.974423953,0.511314243,-1.441496195,TRUE,[ 328.4196  333.354   343.2332  348.2304  353.4845],[ 0.944352  1.20096   1.700352  2.465856  0.900288]
45,911,328,Acidianus_brierleyi,schoolfield two factor,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Sulphur Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-7.854684294,0.427744142,0.671583367,0.054413115,349.4145006,0.595415079,3.373628852,0.557162694,NA,NA,349.389,341.889,354.689,0.157050524,,,0.973899706,-123.3834164,-118.6612215,FALSE,"[ 315.189   316.4255  317.8572  319.2888  320.7205  321.8919  323.6489
  326.8376  328.5296  330.8723  332.3691  334.3214  335.688   338.0307
  339.983   345.2541  350.1348  352.4775  356.1869]","[ 0.013392   0.0154656  0.0177984  0.0197856  0.0255744  0.034128
  0.0381024  0.0426816  0.0508032  0.0539136  0.0638496  0.0673056
  0.088128   0.0804384  0.108864   0.147744   0.139104   0.158976   0.092448 ]"
46,912,328,Acidianus_brierleyi,schoolfield simple,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Sulphur Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-7.854636673,0.427708638,0.67157694,0.054408559,NA,NA,3.373709945,0.557245351,NA,NA,349.389,341.889,354.689,0.157050823,,,0.973899714,-123.3834164,-118.6612215,TRUE,"[ 315.189   316.4255  317.8572  319.2888  320.7205  321.8919  323.6489
  326.8376  328.5296  330.8723  332.3691  334.3214  335.688   338.0307
  339.983   345.2541  350.1348  352.4775  356.1869]","[ 0.013392   0.0154656  0.0177984  0.0197856  0.0255744  0.034128
  0.0381024  0.0426816  0.0508032  0.0539136  0.0638496  0.0673056
  0.088128   0.0804384  0.108864   0.147744   0.139104   0.158976   0.092448 ]"
47,913,328,Acidianus_brierleyi,schoolfield,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Sulphur Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-1.578141363,0,4.52E-10,0,NA,NA,43.28604319,0,-0.980534576,0,354.889,344.089,355.989,0.165223891,,,0.977066961,-121.8594433,-115.2483705,FALSE,"[ 315.189   316.4255  317.8572  319.2888  320.7205  321.8919  323.6489
  326.8376  328.5296  330.8723  332.3691  334.3214  335.688   338.0307
  339.983   345.2541  350.1348  352.4775  356.1869]","[ 0.013392   0.0154656  0.0177984  0.0197856  0.0255744  0.034128
  0.0381024  0.0426816  0.0508032  0.0539136  0.0638496  0.0673056
  0.088128   0.0804384  0.108864   0.147744   0.139104   0.158976   0.092448 ]"
48,171,59,Acidibacter ferrireducens,schoolfield two factor,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",Specific Growth Rate,37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,-6.288520293,1.808910356,1.553558064,0.432592934,307.6111387,0.459471633,4.660034499,0.541499673,NA,NA,307.6216,304.4216,310.3216,2.009086894,Glucose,Ferric-Iron,0.975498493,-3.789912299,-4.060361553,FALSE,[ 301.1216  303.1242  305.1267  308.1414  310.6177  313.1586  318.1543],[ 0.94176   1.06272   1.75392   1.96128   1.46016   0.631584  0.219456]
49,172,59,Acidibacter ferrireducens,schoolfield simple,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",Specific Growth Rate,37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,-6.28847411,1.80881416,1.553546846,0.432570906,NA,NA,4.660049962,0.541564958,NA,NA,307.6216,304.4216,310.3216,2.009087062,Glucose,Ferric-Iron,0.975498518,-3.789912303,-4.060361558,TRUE,[ 301.1216  303.1242  305.1267  308.1414  310.6177  313.1586  318.1543],[ 0.94176   1.06272   1.75392   1.96128   1.46016   0.631584  0.219456]
50,173,59,Acidibacter ferrireducens,schoolfield,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",Specific Growth Rate,37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,-5.836485815,172323.085,1.540862631,3188.950789,NA,NA,4.647817637,3185.593764,-0.038038248,2669.099571,307.6216,304.4216,310.3216,2.009074908,Glucose,Ferric-Iron,0.975497499,0.210418236,-0.168210721,FALSE,[ 301.1216  303.1242  305.1267  308.1414  310.6177  313.1586  318.1543],[ 0.94176   1.06272   1.75392   1.96128   1.46016   0.631584  0.219456]
51,348,122,Acidicaldus organivorus,schoolfield two factor,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",Specific Growth Rate,44,110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,-13.13471543,inf,1.718836241,inf,325.134833,inf,2.643850946,inf,NA,NA,325.087,319.887,331.487,0.081018047,,Ferric-Iron,1,-260.789681,-263.8582092,TRUE,[ 318.087   323.123   328.1155  333.103 ],[ 0.048384  0.07776   0.075168  0.053568]
52,349,122,Acidicaldus organivorus,schoolfield simple,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",Specific Growth Rate,44,110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,-13.00697146,inf,1.696791114,inf,NA,NA,2.634668009,inf,NA,NA,325.187,319.887,331.487,0.081036493,,Ferric-Iron,0.999978781,-56.48902968,-59.55755787,FALSE,[ 318.087   323.123   328.1155  333.103 ],[ 0.048384  0.07776   0.075168  0.053568]
53,620,216,Acidilobus aceticus,schoolfield two factor,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-17.67437758,3.213463547,2.054075847,0.352718708,357.4765262,0.308808259,3.230294715,0.144041481,NA,NA,357.5006,352.3006,363.7006,6.648345833,Starch,Acetyl-Phosphate,0.99744862,-2.655248782,-4.60805922,TRUE,[ 348.2006  353.1753  355.15    358.188   362.1373],[ 2.77344  5.53824  6.16896  6.67008  5.55552]
54,621,216,Acidilobus aceticus,schoolfield simple,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-13.61920887,4.120044465,1.608894899,0.448241086,NA,NA,3.395371283,0.505365013,NA,NA,357.8006,352.7006,363.0006,6.764000825,Starch,Acetyl-Phosphate,0.992085892,3.016652337,1.0638419,FALSE,[ 348.2006  353.1753  355.15    358.188   362.1373],[ 2.77344  5.53824  6.16896  6.67008  5.55552]
55,97,33,Acidilobus sulfurireducens,schoolfield two factor,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Specific Growth Rate,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-37.72276479,29.71493142,3.96931657,3.189893141,353.4485711,1.043174116,7.138393044,2.011279119,NA,NA,353.45,351.15,355.95,0.790027697,,Sulfur,0.824510299,-3.117267314,-2.720059605,TRUE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[ 0.202176  0.387072  0.530496  0.756     0.9072    0.431136  0.312768
  0.167616]"
56,98,33,Acidilobus sulfurireducens,schoolfield simple,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Specific Growth Rate,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-28.37016793,23.08992524,2.965377231,2.475643986,NA,NA,6.863358203,1.64386535,NA,NA,353.75,351.15,356.15,0.77957288,,Sulfur,0.817998481,-2.803269766,-2.406062057,FALSE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[ 0.202176  0.387072  0.530496  0.756     0.9072    0.431136  0.312768
  0.167616]"
57,99,33,Acidilobus sulfurireducens,schoolfield,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Specific Growth Rate,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-28.3780169,0,2.96619334,0,NA,NA,6.864764321,0,-32.55290907,0,353.75,351.15,356.15,0.779628294,,Sulfur,0.818016796,1.196714275,1.752805066,FALSE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[ 0.202176  0.387072  0.530496  0.756     0.9072    0.431136  0.312768
  0.167616]"
58,103,35,Acidilobus sulfurireducens,schoolfield two factor,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Sulphide Production,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-35.67622163,16.60828427,4.637318464,1.788362464,352.837224,0.448509354,7.414517943,1.317763129,NA,NA,352.85,350.65,355.45,2496.360168,,Sulfur,0.967954535,113.0292273,113.426435,TRUE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[   99.6540192  1220.7623616  2067.8207904  2386.7136     2561.112
  1340.3472192   857.0232      493.2863712]"
59,104,35,Acidilobus sulfurireducens,schoolfield simple,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Sulphide Production,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,-16.73565331,12.31469979,2.593505506,1.323361044,NA,NA,6.695824238,0.986942077,NA,NA,353.45,350.65,355.95,2415.206196,,Sulfur,0.948136488,116.9539402,117.3511479,FALSE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[   99.6540192  1220.7623616  2067.8207904  2386.7136     2561.112
  1340.3472192   857.0232      493.2863712]"
60,105,35,Acidilobus sulfurireducens,schoolfield,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",Sulphide Production,44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,8.509686425,467.5234595,4.88E-05,48.71039297,NA,NA,3.609415606,34.31572525,-5.998381322,29.30529172,352.85,350.45,355.55,2458.329554,,Sulfur,0.960906637,118.6290772,119.185168,FALSE,[ 335.15  349.15  351.15  353.15  354.15  356.15  359.15  362.15],"[   99.6540192  1220.7623616  2067.8207904  2386.7136     2561.112
  1340.3472192   857.0232      493.2863712]"
