,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,Temperature,Response,Original_Data
429_Sch_O_model_point_60,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.64300000000134,1.1725546160329178e-43,False
429_Sch_O_model_point_61,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.74300000000136,2.25966309996143e-42,False
429_Sch_O_model_point_62,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.8430000000014,4.345157103904787e-41,False
429_Sch_O_model_point_63,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.9430000000014,8.33718619251545e-40,False
429_Sch_O_model_point_64,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.0430000000014,1.5961981170501235e-38,False
429_Sch_O_model_point_65,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.14300000000145,3.0493579810410235e-37,False
429_Sch_O_model_point_66,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.2430000000015,5.812800245412877e-36,False
429_Sch_O_model_point_67,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.3430000000015,1.105652877004821e-34,False
429_Sch_O_model_point_68,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.4430000000015,2.0985033114836663e-33,False
429_Sch_O_model_point_69,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.54300000000154,3.9742850752403994e-32,False
429_Sch_O_model_point_70,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.64300000000156,7.5104837521171595e-31,False
429_Sch_O_model_point_71,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.7430000000016,1.4162417156561168e-29,False
429_Sch_O_model_point_72,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.8430000000016,2.664823607953815e-28,False
429_Sch_O_model_point_73,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.94300000000163,5.003365161365306e-27,False
429_Sch_O_model_point_74,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04300000000165,9.373884872295636e-26,False
429_Sch_O_model_point_75,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.1430000000017,1.7524342987333877e-24,False
429_Sch_O_model_point_76,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.2430000000017,3.2691106373688194e-23,False
429_Sch_O_model_point_77,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.3430000000017,6.08533185564781e-22,False
429_Sch_O_model_point_78,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.44300000000175,1.1303338058749216e-20,False
429_Sch_O_model_point_79,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.54300000000177,2.095067375484336e-19,False
429_Sch_O_model_point_80,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.6430000000018,3.874887729133266e-18,False
429_Sch_O_model_point_81,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.7430000000018,7.151400968144104e-17,False
429_Sch_O_model_point_82,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.84300000000184,1.3170280696873275e-15,False
429_Sch_O_model_point_83,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.94300000000186,2.4203147663409496e-14,False
429_Sch_O_model_point_84,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.0430000000019,4.4383608176832565e-13,False
429_Sch_O_model_point_85,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.1430000000019,8.121725591455915e-12,False
429_Sch_O_model_point_86,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.2430000000019,1.483030089837747e-10,False
429_Sch_O_model_point_87,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.34300000000195,2.70226639555501e-09,False
429_Sch_O_model_point_88,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.443000000002,4.9133366639665e-08,False
429_Sch_O_model_point_89,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.543000000002,8.911759461312123e-07,False
429_Sch_O_model_point_90,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.643000000002,1.6037073070155367e-05,False
429_Sch_O_model_point_91,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.74300000000204,0.00026130784916744015,False
429_Sch_O_model_point_92,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.84300000000206,0.001713235047282224,False
429_Sch_O_model_point_93,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.9430000000021,0.0025017799099136817,False
429_Sch_O_model_point_94,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.0430000000021,0.002594517480494535,False
429_Sch_O_model_point_95,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.14300000000213,0.0026273020570396067,False
429_Sch_O_model_point_96,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.24300000000216,0.002656856640362155,False
429_Sch_O_model_point_97,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.3430000000022,0.0026865111109236205,False
429_Sch_O_model_point_98,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.4430000000022,0.0027164582761701694,False
429_Sch_O_model_point_99,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.5430000000022,0.0027467116834086437,False
429_Sch_O_model_point_100,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.64300000000225,0.002777274642687525,False
429_Sch_O_model_point_101,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.74300000000227,0.0028081498878985765,False
429_Sch_O_model_point_102,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.8430000000023,0.0028393401296490295,False
429_Sch_O_model_point_103,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.9430000000023,0.0028708480865040757,False
429_Sch_O_model_point_104,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.04300000000234,0.0029026764862671757,False
429_Sch_O_model_point_105,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.14300000000236,0.0029348280655082043,False
429_Sch_O_model_point_106,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.2430000000024,0.0029673055689604408,False
429_Sch_O_model_point_107,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.3430000000024,0.0030001117488782916,False
429_Sch_O_model_point_108,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.4430000000024,0.003033249364359905,False
429_Sch_O_model_point_109,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.54300000000245,0.003066721180633499,False
429_Sch_O_model_point_110,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.6430000000025,0.0031005299683058538,False
429_Sch_O_model_point_111,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.7430000000025,0.0031346785025715544,False
429_Sch_O_model_point_112,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.8430000000025,0.003169169562381128,False
429_Sch_O_model_point_113,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.94300000000254,0.003204005929566719,False
429_Sch_O_model_point_114,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.04300000000256,0.0032391903879232437,False
429_Sch_O_model_point_115,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-6.051607193238545,0.7225913433202825,NA,2.274030439408347,-186.1518496257843,292.043,286.043,297.143,0.0117272681016,NA,NA,0.9709206843338349,-381.00447360630596,-369.93361554427565,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.1430000000026,0.0032747257222434456,False
