,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
228_Sch_O,Acidianus infernus,schoolfield,Specific Growth Rate,-2.533806214281638,0.4354979387047512,NA,361.511698222947,-3.62744636578,NA,NA,NA,NA,NA,NA,0.8650662205621231,11.25682273131855,11.799139015914935,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,Segerer_1986_A_infernus,"Segerer, A. et al 1986, 'Acidianus infernus gen. nov. sp. nov. and Acidianus brierleyi comb. nov. : Facultatively Aerobic, Extremely Acidophilic Thermophilic Sulfur-Metabolizing Archaebacteria' INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY 36 (559-564) ",,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,infernus,True,C19
515_Sch_OS,Acidianus manzaensis,schoolfield simple,Specific Growth Rate,-6.540804320506596,0.7225273004490258,NA,3.2678476609860123,NA,352.0619,344.6619,357.4619,1.08944274129,NA,NA,0.9919887187781669,-29.114843747841356,-29.067654185670854,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,Yoshida_2006_A_manzaensis,"Yoshida, N., Nakasato, M., Ohmura, N., Ando, A., Saiki, H., Ishii, M., & Igarashi, Y. (2006). Acidianus manzaensis sp. nov., a novel thermoacidophilic Archaeon growing autotrophically by the oxidation of H2 with the reduction of Fe 3+. Current Microbiology, 53(5), 406?411.",40.27,140.8,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,manzaensis,True,F3
515_Sch_TF,Acidianus manzaensis,schoolfield two factor,Specific Growth Rate,-6.540791571872958,0.7225257392597447,352.035870908,3.267852812735266,NA,352.0619,344.6619,357.4619,1.08944247363,NA,NA,0.9919887187845545,-29.114843744018174,-29.067654181847672,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,Yoshida_2006_A_manzaensis,"Yoshida, N., Nakasato, M., Ohmura, N., Ando, A., Saiki, H., Ishii, M., & Igarashi, Y. (2006). Acidianus manzaensis sp. nov., a novel thermoacidophilic Archaeon growing autotrophically by the oxidation of H2 with the reduction of Fe 3+. Current Microbiology, 53(5), 406?411.",40.27,140.8,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,manzaensis,True,F3
82_Sch_TF,Acidianus sp. ale1,schoolfield two factor,Specific Growth Rate,-3.549300666632772,0.4816367178130144,352.351537967,52.41773358133359,NA,352.3196,345.9196,353.1196,2.82740184209,NA,NA,0.9752727760515704,-15.85188911990312,-15.804699557732619,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,Giaveno_2013_ALE1,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",37.48,71.5,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,,True,F3
82_Sch_OS,Acidianus sp. ale1,schoolfield simple,Specific Growth Rate,-3.5493016117159284,0.48163682904415483,NA,35.76963625531039,NA,351.9196,345.4196,352.9196,2.76392203339,NA,NA,0.9752727293980826,-15.85188653793741,-15.804696975766909,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,Giaveno_2013_ALE1,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",37.48,71.5,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,,True,F3
59_Sch_TF,Acidibacter ferrireducens,schoolfield two factor,Specific Growth Rate,-6.288473178544646,1.5535466191764677,307.611149401,4.660050304236259,NA,307.6216,304.4216,310.3216,2.00908706576,NA,NA,0.9754985187772865,-25.655051785285508,-23.925501040008943,1,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Falagan_2014_A_ferrireducens,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,ferrireducens,True,Aerobic
59_Sch_OS,Acidibacter ferrireducens,schoolfield simple,Specific Growth Rate,-6.288475604569054,1.553547209496188,NA,4.660049441367509,NA,307.6216,304.4216,310.3216,2.00908705318,NA,NA,0.9754985172459512,-25.655051785148316,-23.92550103987175,2,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Falagan_2014_A_ferrireducens,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,ferrireducens,True,Aerobic
59_Sch_O,Acidibacter ferrireducens,schoolfield,Specific Growth Rate,-5.88678185498809,1.5395411761570426,NA,4.646624573873449,-0.0474990115868,307.6216,304.4216,310.3216,2.00906545236,NA,NA,0.9754971864380606,-21.654570451353912,-20.03319940796672,3,False,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Falagan_2014_A_ferrireducens,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,ferrireducens,True,Aerobic
122_Sch_TF,Acidicaldus organivorans,schoolfield two factor,Specific Growth Rate,-13.13471553010919,1.7188362532500707,325.134833011,2.643850969062159,NA,325.087,319.887,331.487,0.08101804629,NA,NA,1.0,-285.57543583041314,-286.64396402481367,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,Johnson_2006_A_organivorus,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",44.0,110.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,organivorans,True,Aerobic
122_Sch_OS,Acidicaldus organivorans,schoolfield simple,Specific Growth Rate,-13.006966132957137,1.6967902885270902,NA,2.6346669748299023,NA,325.187,319.887,331.487,0.0810364828203,NA,NA,0.9999787806329571,-69.84054044709461,-70.90906864149515,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,Johnson_2006_A_organivorus,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",44.0,110.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,organivorans,True,Aerobic
216_Sch_TF,Acidilobus aceticus,schoolfield two factor,Specific Growth Rate,-17.67437593975883,2.0540756661625266,357.476526282,3.2302947136263906,NA,357.5006,352.3006,363.7006,6.64834587325,NA,NA,0.9974486197941299,-18.844634112098582,-18.79744454992808,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,Prokofeva_2000_A_aceticus,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,aceticus,True,Fermentation
216_Sch_OS,Acidilobus aceticus,schoolfield simple,Specific Growth Rate,-13.62406512483993,1.6093848737238097,NA,3.396382202023614,NA,357.8006,352.7006,363.0006,6.76456690483,NA,NA,0.992085170705468,-13.1728104362548,-13.125620874084298,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,Prokofeva_2000_A_aceticus,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,aceticus,True,Fermentation
33_Sch_TF,Acidilobus sulfurireducens,schoolfield two factor,Specific Growth Rate,-37.71884358993166,3.9688936350481914,353.448726983,7.138180559539288,NA,353.45,351.15,355.95,0.790022999267,NA,NA,0.82451009248656,-27.82028391098502,-25.42307620258584,1,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
33_Sch_OS,Acidilobus sulfurireducens,schoolfield simple,Specific Growth Rate,-28.418119084154895,2.9703626441828566,NA,6.871805363606218,NA,353.75,351.15,356.15,0.779906737688,NA,NA,0.8181070179985619,-27.506340723539473,-25.109133015140294,2,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
33_Sch_O,Acidilobus sulfurireducens,schoolfield,Specific Growth Rate,-27.54924588396947,2.8775513234367383,NA,6.844326990469239,-44.0304469511,353.75,351.15,356.15,0.777942798724,NA,NA,0.8164716879965219,-23.45008293146403,-20.893992139705183,3,False,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
35_Sch_TF,Acidilobus sulfurireducens,schoolfield two factor,Sulphide Production,-35.67623359500436,4.637319756682712,352.837223667,7.4145188648447,NA,352.85,350.65,355.45,2496.36022734,NA,NA,0.9679545354103068,88.32621080781716,90.72341851621634,1,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
35_Sch_OS,Acidilobus sulfurireducens,schoolfield simple,Sulphide Production,-16.76046791049339,2.596088549246977,NA,6.700504277496472,NA,353.45,350.65,355.95,2415.75773175,NA,NA,0.948151776814996,92.25092901640267,94.64813672480184,2,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
35_Sch_O,Acidilobus sulfurireducens,schoolfield,Sulphide Production,8.490654831736537,3.489164711834025e-05,NA,3.630842224499106,-6.04103350708,352.85,350.45,355.55,2456.97419241,NA,NA,0.960657460175746,93.97575543744594,96.53184622920479,3,False,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
71_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Time To Double Fe3+ concentration,-5.337689772009973,0.8609560436487779,318.90016059,1.0568956681964772,NA,318.8773,305.3773,339.2773,0.169112487385,NA,NA,0.8548887013091188,-151.77718502451813,-145.32532623503732,1,False,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
71_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Time To Double Fe3+ concentration,-4.281816929031194,0.5257816382102587,NA,1.0804211625976028,NA,318.5773,306.0773,331.8773,0.171405657532,NA,NA,0.8498100424688392,-151.15768035792283,-144.705821568442,2,False,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
71_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Time To Double Fe3+ concentration,-0.9241988128327073,2.2337766046987007e-05,NA,0.32433650122109425,-0.913796473331,318.9773,305.3773,339.2773,0.169142243416,NA,NA,0.8547877853817947,-147.76467148367144,-139.53206917839827,3,False,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Time To Double Fe3+ concentration,1.9197949050365153,1.0458510724120629e-09,NA,15.823281445550279,-1.67256096621,326.5812,310.4812,329.6812,6.69687187243,NA,NA,0.8914505042043769,-3.6646552651771653,4.167838143216349,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Time To Double Fe3+ concentration,-1.0209612573750626,0.5011984700006389,NA,2.9665321922693275,NA,321.3812,313.4812,326.6812,7.32174759262,NA,NA,0.835186783577176,-0.5347388167116449,5.631327903569435,2,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Time To Double Fe3+ concentration,-1.0212565954392088,0.5012580043544635,321.422251663,2.9662742048949973,NA,321.3812,313.4812,326.6812,7.32180100544,NA,NA,0.8351864802965299,-0.5347387784396105,5.6313279418414695,3,False,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Fe3+ Oxidation Rate,1.9227744956660617,1.0069519662536663e-09,NA,14.511324837614985,-1.71970858673,326.3758,310.7758,329.6758,6.71524416553,NA,NA,0.9252978987993197,-11.744747908612926,-2.433090844548964,1,False,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Fe3+ Oxidation Rate,-1.6161328667369699,0.6113654618456141,NA,2.7211596939652094,NA,321.0758,313.7758,326.4758,7.41018443645,NA,NA,0.8825819431766507,-6.1992270762905335,1.0233851123265811,2,False,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Fe3+ Oxidation Rate,-1.6163435885587214,0.6114098474147643,321.042319212,2.720981561652108,NA,321.0758,313.7758,326.4758,7.41017022082,NA,NA,0.8825817939282237,-6.199227024753535,1.0233851638635798,3,False,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
96_Sch_TF,Acidiplasma cupricumulans,schoolfield two factor,Root(1/time to increase Fe2+ to 2g L^-1),6.770963480511626,0.4413733306285882,326.003730813,2.581896010992946,NA,326.0157,316.7157,332.2157,15102.6970874,NA,NA,0.9671287608679869,246.8930495147555,253.87171088252543,1,False,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
96_Sch_OS,Acidiplasma cupricumulans,schoolfield simple,Root(1/time to increase Fe2+ to 2g L^-1),6.770961228711979,0.4413737393325652,NA,2.5818930240025617,NA,326.0157,316.7157,332.2157,15102.6964131,NA,NA,0.9671287608539,246.893049516691,253.87171088446095,2,False,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
96_Sch_O,Acidiplasma cupricumulans,schoolfield,Root(1/time to increase Fe2+ to 2g L^-1),9.824487080514938,1.3377788510293698e-07,NA,3.68645458573243,-1.08711411586,326.5157,316.1157,332.4157,14942.0454946,NA,NA,0.9727574790175229,247.13560344686582,256.1057293617437,3,False,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
